8.1207,3.431
8.1409,3.406
8.1612,3.525
8.1814,3.556
8.2017,3.363
8.2219,3.319
8.2422,3.375
8.2624,3.513
8.2827,3.544
8.3029,3.525
8.3232,3.488
8.3434,3.663
8.3637,3.469
8.384,3.656
8.4042,3.831
8.4245,3.456
8.4447,3.738
8.465,3.575
8.4852,3.525
8.5055,3.7
8.5257,3.2
8.546,3.394
8.5662,3.569
8.5865,3.575
8.6067,3.531
8.627,3.8
8.6472,3.538
8.6675,3.575
8.6877,3.475
8.708,3.388
8.7283,3.644
8.7485,3.363
8.7688,3.65
8.789,3.588
8.8093,3.75
8.8295,3.538
8.8498,3.669
8.87,3.419
8.8903,3.95
8.9105,3.625
8.9308,3.45
8.951,3.725
8.9713,3.744
8.9915,3.75
9.0118,3.6
9.032,3.594
9.0523,3.894
9.0725,3.738
9.0928,3.613
9.1131,3.781
9.1333,3.488
9.1536,4.175
9.1738,3.5
9.1941,3.863
9.2143,3.95
9.2346,3.781
9.2548,4.075
9.2751,4.394
9.2953,4.119
9.3156,4.125
9.3358,4.213
9.3561,4.2
9.3763,4.088
9.3966,3.831
9.4168,4.175
9.4371,3.956
9.4574,3.956
9.4776,3.869
9.4979,3.963
9.5181,3.838
9.5384,3.838
9.5586,3.556
9.5789,3.663
9.5991,3.619
9.6194,3.8
9.6396,3.85
9.6599,3.638
9.6801,3.694
9.7004,3.813
9.7206,3.819
9.7409,3.694
9.7611,3.825
9.7814,3.656
9.8017,3.413
9.8219,3.781
9.8422,4.056
9.8624,3.831
9.8827,4.038
9.9029,3.513
9.9232,4.063
9.9434,3.481
9.9637,3.85
9.9839,3.744
10.0042,4.188
10.0244,3.856
10.0447,3.838
10.0649,3.55
10.0852,3.919
10.1054,3.831
10.1257,3.881
10.1459,3.7
10.1662,3.806
10.1865,3.919
10.2067,3.881
10.227,3.788
10.2472,3.613
10.2675,3.913
10.2877,3.938
10.308,3.85
10.3282,3.663
10.3485,4.1
10.3687,3.506
10.389,3.931
10.4092,3.894
10.4295,3.831
10.4497,4.094
10.47,4.006
10.4902,4.069
10.5105,3.7
10.5308,3.731
10.551,3.981
10.5713,4.031
10.5915,3.619
10.6118,3.931
10.632,3.738
10.6523,4.031
10.6725,3.925
10.6928,4.006
10.713,3.831
10.7333,4.013
10.7535,3.831
10.7738,3.806
10.794,3.788
10.8143,3.838
10.8345,4.006
10.8548,3.781
10.875,3.931
10.8953,3.438
10.9156,4.081
10.9358,4.113
10.9561,4.031
10.9763,3.994
10.9966,4.138
11.0168,3.9
11.0371,3.794
11.0573,4.031
11.0776,4.206
11.0978,4.156
11.1181,4
11.1383,4.125
11.1586,4.044
11.1788,4.219
11.1991,4.275
11.2193,3.981
11.2396,3.906
11.2599,4.169
11.2801,3.806
11.3004,3.813
11.3206,3.731
11.3409,4.119
11.3611,4.206
11.3814,3.813
11.4016,4.056
11.4219,4.019
11.4421,3.844
11.4624,4.156
11.4826,3.806
11.5029,4.581
11.5231,4.156
11.5434,4.025
11.5636,4.313
11.5839,4.106
11.6042,4.25
11.6244,4.288
11.6447,4.119
11.6649,4.506
11.6852,3.881
11.7054,4.194
11.7257,4.313
11.7459,4.063
11.7662,4.156
11.7864,4.281
11.8067,4.425
11.8269,4.081
11.8472,4.481
11.8674,4.488
11.8877,4.45
11.9079,4.856
11.9282,4.688
11.9484,5.081
11.9687,5.075
11.989,5.394
12.0092,5.663
12.0295,5.806
12.0497,5.556
12.07,5.531
12.0902,6.1
12.1105,5.894
12.1307,5.594
12.151,5.538
12.1712,5.419
12.1915,5.106
12.2117,5.4
12.232,4.744
12.2522,5
12.2725,4.8
12.2927,4.125
12.313,4.131
12.3333,4.431
12.3535,4.456
12.3738,4.363
12.394,4.431
12.4143,4.281
12.4345,4.756
12.4548,4.619
12.475,4.438
12.4953,4.594
12.5155,4.444
12.5358,4.5
12.556,4.363
12.5763,4.381
12.5965,4.994
12.6168,4.825
12.637,4.5
12.6573,4.738
12.6776,4.856
12.6978,4.456
12.7181,4.75
12.7383,4.588
12.7586,4.619
12.7788,4.7
12.7991,4.513
12.8193,4.531
12.8396,4.881
12.8598,4.563
12.8801,4.438
12.9003,4.75
12.9206,4.538
12.9408,4.394
12.9611,4.525
12.9813,4.6
13.0016,4.694
13.0218,4.581
13.0421,4.494
13.0624,4.494
13.0826,4.544
13.1029,4.494
13.1231,4.469
13.1434,4.231
13.1636,4.475
13.1839,4.244
13.2041,4.406
13.2244,4.575
13.2446,4.619
13.2649,4.75
13.2851,4.863
13.3054,4.563
13.3256,4.456
13.3459,4.681
13.3661,4.338
13.3864,4.6
13.4067,4.95
13.4269,4.281
13.4472,4.538
13.4674,4.5
13.4877,4.569
13.5079,4.531
13.5282,4.919
13.5484,4.613
13.5687,4.625
13.5889,4.688
13.6092,4.638
13.6294,4.494
13.6497,4.494
13.6699,4.375
13.6902,4.994
13.7104,4.381
13.7307,4.913
13.7509,4.869
13.7712,4.713
13.7915,4.463
13.8117,4.919
13.832,4.938
13.8522,4.644
13.8725,5
13.8927,4.65
13.913,4.713
13.9332,4.888
13.9535,4.819
13.9737,4.669
13.994,4.9
14.0142,4.738
14.0345,4.981
14.0547,4.813
14.075,4.419
14.0952,4.988
14.1155,4.675
14.1358,5.069
14.156,4.794
14.1763,4.819
14.1965,4.95
14.2168,5.006
14.237,4.963
14.2573,4.688
14.2775,4.994
14.2978,4.988
14.318,4.988
14.3383,4.644
14.3585,4.6
14.3788,4.963
14.399,4.813
14.4193,4.956
14.4395,4.925
14.4598,5.275
14.4801,4.919
14.5003,4.725
14.5206,5.144
14.5408,4.8
14.5611,5.013
14.5813,4.881
14.6016,4.944
14.6218,4.781
14.6421,5.369
14.6623,4.969
14.6826,4.794
14.7028,4.863
14.7231,4.744
14.7433,5.269
14.7636,5.081
14.7838,5
14.8041,5.044
14.8243,4.675
14.8446,5.106
14.8649,4.881
14.8851,4.844
14.9054,4.994
14.9256,4.988
14.9459,5.038
14.9661,5.075
14.9864,5.069
15.0066,4.9
15.0269,5.088
15.0471,5.388
15.0674,4.813
15.0876,5.256
15.1079,5.063
15.1281,5.1
15.1484,4.781
15.1686,5.25
15.1889,4.875
15.2092,4.95
15.2294,5.075
15.2497,5.138
15.2699,5.256
15.2902,5.15
15.3104,5.119
15.3307,5.35
15.3509,4.975
15.3712,4.931
15.3914,5.306
15.4117,5.275
15.4319,5.213
15.4522,5.413
15.4724,5.013
15.4927,5.144
15.5129,5.363
15.5332,5.244
15.5535,5.431
15.5737,5.138
15.594,5.188
15.6142,5.325
15.6345,5.206
15.6547,5.369
15.675,5.663
15.6952,5.038
15.7155,5.594
15.7357,5.244
15.756,5.138
15.7762,5.413
15.7965,5.138
15.8167,4.975
15.837,5.056
15.8572,5.4
15.8775,5.125
15.8977,5.238
15.918,5.356
15.9383,5.125
15.9585,5.019
15.9788,5.469
15.999,5.431
16.0193,5.3
16.0395,5.2
16.0598,5.181
16.08,5.494
16.1003,5.225
16.1205,5.188
16.1408,5.413
16.161,5.181
16.1813,4.969
16.2015,5.225
16.2218,5.331
16.242,5.325
16.2623,5.238
16.2826,5.038
16.3028,5.338
16.3231,5.35
16.3433,5.613
16.3636,5.394
16.3838,5.144
16.4041,5.194
16.4243,5.138
16.4446,5.075
16.4648,5.6
16.4851,5.463
16.5053,5.431
16.5256,5.388
16.5458,5.738
16.5661,5.706
16.5863,5.644
16.6066,5.538
16.6268,5.563
16.6471,5.319
16.6674,5.4
16.6876,5.144
16.7079,5.381
16.7281,5.356
16.7484,5.663
16.7686,5.631
16.7889,5.463
16.8091,5.619
16.8294,5.494
16.8496,5.588
16.8699,5.45
16.8901,5.256
16.9104,5.463
16.9306,5.769
16.9509,5.531
16.9711,5.356
16.9914,5.863
17.0117,5.619
17.0319,5.938
17.0522,5.475
17.0724,5.8
17.0927,5.806
17.1129,5.494
17.1332,5.388
17.1534,5.85
17.1737,5.831
17.1939,5.481
17.2142,5.863
17.2344,6
17.2547,5.731
17.2749,5.656
17.2952,5.638
17.3154,5.55
17.3357,5.706
17.356,5.788
17.3762,6.113
17.3965,5.938
17.4167,6.05
17.437,5.881
17.4572,5.831
17.4775,5.794
17.4977,5.825
17.518,5.819
17.5382,6.231
17.5585,6.056
17.5787,5.838
17.599,5.938
17.6192,5.794
17.6395,6.206
17.6597,6.025
17.68,6.069
17.7002,5.881
17.7205,6.069
17.7408,5.975
17.761,6.106
17.7813,6.1
17.8015,5.769
17.8218,6.013
17.842,5.738
17.8623,6.538
17.8825,6.319
17.9028,6.375
17.923,6.294
17.9433,6.019
17.9635,5.931
17.9838,6.088
18.004,6.294
18.0243,6.644
18.0445,6.119
18.0648,6.45
18.0851,6.156
18.1053,6.206
18.1256,6.338
18.1458,6.481
18.1661,6.113
18.1863,6.419
18.2066,6.444
18.2268,5.925
18.2471,6.081
18.2673,6.306
18.2876,6.281
18.3078,6.544
18.3281,6.481
18.3483,6.388
18.3686,6.519
18.3888,6.144
18.4091,6.913
18.4293,6.681
18.4496,6.7
18.4699,6.519
18.4901,6.6
18.5104,6.769
18.5306,6.75
18.5509,6.069
18.5711,6.256
18.5914,6.519
18.6116,6.869
18.6319,6.669
18.6521,6.788
18.6724,6.331
18.6926,6.525
18.7129,6.425
18.7331,6.356
18.7534,6.819
18.7736,6.588
18.7939,6.388
18.8142,6.575
18.8344,6.713
18.8547,6.669
18.8749,6.988
18.8952,6.656
18.9154,6.844
18.9357,6.544
18.9559,6.913
18.9762,6.544
18.9964,6.631
19.0167,6.869
19.0369,6.894
19.0572,6.194
19.0774,6.806
19.0977,6.488
19.1179,6.844
19.1382,6.844
19.1585,7.031
19.1787,6.981
19.199,6.475
19.2192,7.25
19.2395,7.075
19.2597,6.969
19.28,7.088
19.3002,6.919
19.3205,7.244
19.3407,6.956
19.361,6.95
19.3812,6.956
19.4015,7.294
19.4217,6.731
19.442,7.119
19.4622,7.531
19.4825,7.475
19.5027,7.206
19.523,7.319
19.5433,7.206
19.5635,7.263
19.5838,7.45
19.604,7.256
19.6243,7.169
19.6445,7.656
19.6648,7.475
19.685,7.013
19.7053,7.7
19.7255,7.456
19.7458,7.156
19.766,7.656
19.7863,7.169
19.8065,7.175
19.8268,7.113
19.847,7.344
19.8673,7.525
19.8876,7.719
19.9078,7.606
19.9281,7.494
19.9483,7.906
19.9686,7.5
19.9888,7.419
20.0091,7.631
20.0293,7.594
20.0496,7.325
20.0698,7.513
20.0901,7.669
20.1103,7.644
20.1306,7.919
20.1508,8.225
20.1711,7.656
20.1913,8.306
20.2116,7.881
20.2319,7.963
20.2521,7.744
20.2724,7.813
20.2926,7.881
20.3129,7.938
20.3331,7.969
20.3534,7.975
20.3736,8.269
20.3939,7.981
20.4141,8.1
20.4344,8.088
20.4546,8.05
20.4749,8.381
20.4951,8.244
20.5154,8.038
20.5356,8.219
20.5559,8.2
20.5761,8.325
20.5964,8.094
20.6167,8.15
20.6369,8.206
20.6572,8.469
20.6774,7.925
20.6977,8.106
20.7179,8.494
20.7382,8.288
20.7584,8.713
20.7787,8.406
20.7989,9.019
20.8192,8.15
20.8394,8.463
20.8597,8.725
20.8799,8.331
20.9002,8.513
20.9204,8.444
20.9407,8.225
20.961,8.55
20.9812,8.65
21.0015,8.275
21.0217,8.744
21.042,8.819
21.0622,9.275
21.0825,8.313
21.1027,8.281
21.123,8.481
21.1432,9.1
21.1635,8.656
21.1837,8.913
21.204,8.956
21.2242,8.388
21.2445,8.469
21.2647,8.881
21.285,8.95
21.3052,8.925
21.3255,8.538
21.3458,8.744
21.366,9.25
21.3863,8.744
21.4065,9.075
21.4268,9.069
21.447,8.65
21.4673,9.688
21.4875,8.506
21.5078,8.925
21.528,8.825
21.5483,8.881
21.5685,9.031
21.5888,9.519
21.609,9.075
21.6293,9.481
21.6495,9.25
21.6698,9.463
21.6901,8.869
21.7103,9.306
21.7306,9.556
21.7508,9.181
21.7711,9.269
21.7913,9.425
21.8116,9.863
21.8318,9.794
21.8521,9.331
21.8723,9.531
21.8926,9.35
21.9128,9.113
21.9331,9.363
21.9533,9.375
21.9736,9.125
21.9938,9.5
22.0141,9.588
22.0344,9.463
22.0546,9.425
22.0749,9.525
22.0951,9.625
22.1154,9.481
22.1356,9.5
22.1559,9.888
22.1761,9.181
22.1964,9.431
22.2166,9.463
22.2369,9.763
22.2571,9.75
22.2774,9.706
22.2976,9.975
22.3179,9.694
22.3381,9.2
22.3584,9.519
22.3786,9.831
22.3989,9.55
22.4192,9.469
22.4394,9.981
22.4597,10.075
22.4799,9.663
22.5002,9.913
22.5204,10.013
22.5407,9.563
22.5609,9.888
22.5812,9.919
22.6014,10.081
22.6217,9.819
22.6419,9.831
22.6622,10.056
22.6824,10.094
22.7027,9.869
22.7229,9.794
22.7432,9.9
22.7635,10.238
22.7837,9.906
22.804,9.719
22.8242,9.9
22.8445,9.769
22.8647,9.894
22.885,9.638
22.9052,10.3
22.9255,10.05
22.9457,10.038
22.966,9.719
22.9862,10.319
23.0065,9.55
23.0267,10.213
23.047,10.238
23.0672,10.025
23.0875,9.975
23.1077,10.906
23.128,9.488
23.1483,10.069
23.1685,10.35
23.1888,10.05
23.209,10.094
23.2293,9.844
23.2495,10.525
23.2698,10.069
23.29,10.013
23.3103,10.425
23.3305,10.575
23.3508,10.138
23.371,10.613
23.3913,10.538
23.4115,10.588
23.4318,10.288
23.452,10.138
23.4723,10.256
23.4926,10.319
23.5128,10.4
23.5331,10.3
23.5533,9.956
23.5736,9.588
23.5938,10.9
23.6141,10.613
23.6343,10.656
23.6546,10.638
23.6748,10.475
23.6951,10.738
23.7153,10.425
23.7356,10.325
23.7558,10.144
23.7761,10.3
23.7963,10.106
23.8166,10.569
23.8369,10.569
23.8571,10.019
23.8774,10.269
23.8976,10.169
23.9179,10.65
23.9381,10.331
23.9584,10.519
23.9786,10.506
23.9989,10.644
24.0191,10.35
24.0394,10.556
24.0596,10.075
24.0799,10.575
24.1001,10.506
24.1204,10.588
24.1406,10.119
24.1609,10.425
24.1811,10.263
24.2014,10.763
24.2217,10.531
24.2419,10.144
24.2622,10.688
24.2824,10.325
24.3027,10.363
24.3229,10.263
24.3432,10.375
24.3634,10.4
24.3837,10.713
24.4039,10.619
24.4242,10.506
24.4444,10.856
24.4647,10.769
24.4849,10.369
24.5052,10.844
24.5254,10.075
24.5457,10.231
24.566,10.438
24.5862,10.55
24.6065,10.15
24.6267,10.35
24.647,10.038
24.6672,10.4
24.6875,10.431
24.7077,10.288
24.728,10.325
24.7482,10.438
24.7685,10.138
24.7887,10.381
24.809,10.15
24.8292,10.213
24.8495,10.213
24.8697,9.931
24.89,10.531
24.9103,10.544
24.9305,10.356
24.9508,10.338
24.971,10.456
24.9913,10.213
25.0115,10.538
25.0318,10.244
25.052,10.806
25.0723,10.488
25.0925,10.381
25.1128,10.181
25.133,10.125
25.1533,9.994
25.1735,10.138
25.1938,10.263
25.214,10.331
25.2343,10.544
25.2545,9.95
25.2748,10.031
25.2951,10.3
25.3153,10.038
25.3356,10
25.3558,10.094
25.3761,10.031
25.3963,10.481
25.4166,10.594
25.4368,10.419
25.4571,10.35
25.4773,10.294
25.4976,9.938
25.5178,9.981
25.5381,10.463
25.5583,9.95
25.5786,9.838
25.5988,10.594
25.6191,10.263
25.6394,10.369
25.6596,10.475
25.6799,10.288
25.7001,10.038
25.7204,10.213
25.7406,10.256
25.7609,9.888
25.7811,10.081
25.8014,10.219
25.8216,10.375
25.8419,9.981
25.8621,10.369
25.8824,10.275
25.9026,10.144
25.9229,10.419
25.9431,10.144
25.9634,10.625
25.9836,10.331
26.0039,10.731
26.0242,10.244
26.0444,9.994
26.0647,10.294
26.0849,10.581
26.1052,10.038
26.1254,9.975
26.1457,10.181
26.1659,10.25
26.1862,10.288
26.2064,9.819
26.2267,9.5
26.2469,9.894
26.2672,10.031
26.2874,9.975
26.3077,10.475
26.3279,10.169
26.3482,9.925
26.3685,10.7
26.3887,9.888
26.409,10.119
26.4292,10.119
26.4495,10.388
26.4697,9.8
26.49,9.738
26.5102,10.5
26.5305,10.175
26.5507,9.744
26.571,9.794
26.5912,10.006
26.6115,10.119
26.6317,10.194
26.652,9.9
26.6722,9.869
26.6925,10.088
26.7128,10.25
26.733,9.95
26.7533,10.025
26.7735,10.05
26.7938,9.788
26.814,10.481
26.8343,10.506
26.8545,10.375
26.8748,10.325
26.895,10.588
26.9153,10.806
26.9355,10.919
26.9558,10.631
26.976,10.9
26.9963,10.381
27.0165,10.281
27.0368,10.931
27.057,10.081
27.0773,10.544
27.0976,9.881
27.1178,10.213
27.1381,9.75
27.1583,9.581
27.1786,9.663
27.1988,9.9
27.2191,9.575
27.2393,9.913
27.2596,9.838
27.2798,9.806
27.3001,10.1
27.3203,9.9
27.3406,10.038
27.3608,9.794
27.3811,10.056
27.4013,9.719
27.4216,9.956
27.4419,9.438
27.4621,10.356
27.4824,9.981
27.5026,9.613
27.5229,9.731
27.5431,9.138
27.5634,9.975
27.5836,9.65
27.6039,9.631
27.6241,9.506
27.6444,9.75
27.6646,10.15
27.6849,9.206
27.7051,9.619
27.7254,9.063
27.7456,9.656
27.7659,9.981
27.7862,9.369
27.8064,9.65
27.8267,9.269
27.8469,9.3
27.8672,9.294
27.8874,9.306
27.9077,9.369
27.9279,9.356
27.9482,9.444
27.9684,9.156
27.9887,9.556
28.0089,9.425
28.0292,9.706
28.0494,9.6
28.0697,9.344
28.0899,9.056
28.1102,9.494
28.1304,8.994
28.1507,9.869
28.171,9.744
28.1912,9.4
28.2115,9.9
28.2317,8.994
28.252,9.488
28.2722,9.319
28.2925,9.638
28.3127,9.225
28.333,9.038
28.3532,8.981
28.3735,9.338
28.3937,9.444
28.414,8.794
28.4342,9.331
28.4545,9.094
28.4747,8.863
28.495,9.738
28.5153,9.294
28.5355,9.106
28.5558,9.131
28.576,9.338
28.5963,9.419
28.6165,9.569
28.6368,9.4
28.657,9.213
28.6773,9.15
28.6975,9.969
28.7178,9.369
28.738,9.181
28.7583,9.1
28.7785,9.394
28.7988,9.281
28.819,9.106
28.8393,9.225
28.8595,9.475
28.8798,9.194
28.9001,9.344
28.9203,9.038
28.9406,9.131
28.9608,9.025
28.9811,9.463
29.0013,9.006
29.0216,9.606
29.0418,9.288
29.0621,9.188
29.0823,8.919
29.1026,9.331
29.1228,9.006
29.1431,9.369
29.1633,9.138
29.1836,9.144
29.2038,9.238
29.2241,9.269
29.2444,8.95
29.2646,9.388
29.2849,9.319
29.3051,9
29.3254,9.181
29.3456,9.019
29.3659,9.375
29.3861,9.275
29.4064,9.1
29.4266,9.381
29.4469,9.381
29.4671,9.556
29.4874,9.106
29.5076,9.406
29.5279,9.356
29.5481,9.769
29.5684,9.425
29.5887,9.175
29.6089,9.981
29.6292,10.275
29.6494,11.388
29.6697,12.588
29.6899,15.038
29.7102,17.5
29.7304,20.875
29.7507,27.056
29.7709,30.881
29.7912,26.356
29.8114,21.381
29.8317,20.263
29.8519,18.931
29.8722,15.131
29.8924,12.3
29.9127,10.65
29.9329,10.044
29.9532,9.581
29.9735,9.55
29.9937,9.256
30.014,9.413
30.0342,9.313
30.0545,9.344
30.0747,9.831
30.095,9.15
30.1152,9.019
30.1355,8.9
30.1557,9.313
30.176,9.038
30.1962,8.831
30.2165,8.969
30.2367,8.956
30.257,8.831
30.2772,8.875
30.2975,8.794
30.3178,8.95
30.338,8.6
30.3583,8.931
30.3785,8.756
30.3988,8.763
30.419,8.913
30.4393,8.488
30.4595,9.044
30.4798,8.725
30.5,8.825
30.5203,8.594
30.5405,8.794
30.5608,8.869
30.581,8.438
30.6013,8.838
30.6215,8.8
30.6418,8.769
30.662,8.531
30.6823,8.831
30.7026,8.425
30.7228,8.331
30.7431,8.75
30.7633,8.363
30.7836,8.325
30.8038,8.194
30.8241,8.413
30.8443,8.344
30.8646,8.638
30.8848,8.469
30.9051,8.288
30.9253,8.738
30.9456,8.619
30.9658,8.381
30.9861,8.381
31.0063,8.563
31.0266,8.213
31.0469,8.913
31.0671,8.456
31.0874,8.675
31.1076,8.5
31.1279,8.619
31.1481,8.444
31.1684,8.413
31.1886,8.006
31.2089,8.263
31.2291,8.131
31.2494,8.206
31.2696,8.344
31.2899,8.55
31.3101,8.275
31.3304,8.731
31.3506,8.244
31.3709,8.35
31.3912,7.894
31.4114,8.281
31.4317,8.175
31.4519,8.256
31.4722,8.263
31.4924,8.406
31.5127,8.219
31.5329,8.3
31.5532,8.475
31.5734,7.919
31.5937,8.069
31.6139,8.413
31.6342,8.169
31.6544,8.231
31.6747,8.213
31.6949,8.138
31.7152,8.331
31.7354,8.344
31.7557,7.981
31.776,8.338
31.7962,7.863
31.8165,8.15
31.8367,8.706
31.857,8.463
31.8772,8.094
31.8975,8.375
31.9177,8.019
31.938,8.35
31.9582,8.344
31.9785,8.181
31.9987,8.156
32.019,8.294
32.0392,8.188
32.0595,8.569
32.0797,8.638
32.1,9.306
32.1203,10.531
32.1405,11.338
32.1608,11.9
32.181,12.356
32.2013,11.988
32.2215,12.588
32.2418,12.55
32.262,12.463
32.2823,11.519
32.3025,10.925
32.3228,10.225
32.343,9.994
32.3633,9.3
32.3835,8.85
32.4038,7.975
32.424,8.125
32.4443,8.044
32.4646,8
32.4848,8.138
32.5051,8.106
32.5253,7.7
32.5456,8.013
32.5658,7.488
32.5861,7.713
32.6063,7.819
32.6266,8.094
32.6468,7.844
32.6671,7.919
32.6873,7.538
32.7076,7.45
32.7278,7.219
32.7481,7.894
32.7683,7.969
32.7886,7.269
32.8088,7.719
32.8291,7.713
32.8494,7.619
32.8696,7.8
32.8899,7.613
32.9101,7.706
32.9304,7.263
32.9506,7.55
32.9709,7.469
32.9911,7.331
33.0114,7.65
33.0316,7.594
33.0519,7.431
33.0721,7
33.0924,7.394
33.1126,7.556
33.1329,7.213
33.1531,7.425
33.1734,7.7
33.1937,7.525
33.2139,7.263
33.2342,7.244
33.2544,7.106
33.2747,7.056
33.2949,7.356
33.3152,7.7
33.3354,7.325
33.3557,7.163
33.3759,7.15
33.3962,6.85
33.4164,7.219
33.4367,6.975
33.4569,7.238
33.4772,7.194
33.4974,7.106
33.5177,7.263
33.5379,7.025
33.5582,7.163
33.5785,7.2
33.5987,6.825
33.619,6.863
33.6392,7.444
33.6595,6.881
33.6797,7.213
33.7,6.763
33.7202,6.763
33.7405,7.269
33.7607,7.238
33.781,6.831
33.8012,7.006
33.8215,7.156
33.8417,6.688
33.862,7.213
33.8822,6.775
33.9025,7.113
33.9228,6.825
33.943,7.206
33.9633,6.588
33.9835,6.863
34.0038,6.769
34.024,6.875
34.0443,6.938
34.0645,6.95
34.0848,6.969
34.105,6.788
34.1253,6.881
34.1455,6.713
34.1658,6.806
34.186,7.031
34.2063,6.894
34.2265,6.838
34.2468,6.119
34.2671,6.706
34.2873,6.594
34.3076,6.813
34.3278,6.756
34.3481,7.063
34.3683,6.794
34.3886,6.538
34.4088,6.55
34.4291,6.475
34.4493,6.738
34.4696,6.875
34.4898,6.925
34.5101,6.475
34.5303,6.375
34.5506,6.55
34.5708,6.656
34.5911,6.913
34.6113,6.575
34.6316,6.338
34.6519,6.406
34.6721,6.088
34.6924,6.094
34.7126,6.069
34.7329,6.388
34.7531,6.581
34.7734,6.306
34.7936,6.406
34.8139,6.525
34.8341,6.363
34.8544,6.513
34.8746,6.619
34.8949,6.156
34.9151,6.019
34.9354,6.431
34.9556,6.581
34.9759,6.263
34.9962,6.131
35.0164,6.338
35.0367,6.338
35.0569,5.675
35.0772,6.2
35.0974,6.188
35.1177,6.544
35.1379,6.369
35.1582,6.219
35.1784,6.556
35.1987,6.05
35.2189,6.144
35.2392,5.906
35.2594,6.331
35.2797,5.938
35.2999,5.944
35.3202,5.869
35.3404,6.144
35.3607,6.094
35.381,5.6
35.4012,5.688
35.4215,6.038
35.4417,5.813
35.462,5.981
35.4822,5.688
35.5025,6.106
35.5227,6.006
35.543,5.913
35.5632,6.044
35.5835,5.944
35.6037,6.131
35.624,6.025
35.6442,6.075
35.6645,5.913
35.6847,6.069
35.705,5.95
35.7253,6.181
35.7455,6.013
35.7658,5.688
35.786,5.881
35.8063,5.725
35.8265,5.713
35.8468,5.544
35.867,5.844
35.8873,5.95
35.9075,5.481
35.9278,5.75
35.948,5.788
35.9683,5.756
35.9885,5.575
36.0088,5.781
36.029,5.55
36.0493,5.656
36.0696,5.481
36.0898,5.419
36.1101,5.813
36.1303,5.6
36.1506,6.019
36.1708,5.894
36.1911,5.725
36.2113,5.919
36.2316,5.656
36.2518,5.663
36.2721,5.756
36.2923,5.538
36.3126,5.681
36.3328,5.769
36.3531,5.681
36.3733,5.9
36.3936,5.444
36.4138,5.825
36.4341,5.225
36.4544,5.588
36.4746,5.2
36.4949,5.681
36.5151,5.644
36.5354,5.381
36.5556,5.4
36.5759,5.25
36.5961,5.5
36.6164,5.475
36.6366,5.063
36.6569,5.463
36.6771,5.331
36.6974,5.281
36.7176,5.413
36.7379,5.25
36.7581,5.5
36.7784,5.169
36.7987,5.363
36.8189,5.144
36.8392,5.869
36.8594,5.088
